rollout,winner,class,tau,t,token_id,token,delta_gamma,is_content,p_v_given_i,count_i,p_v,pmi_v_i,early_frac,pos_peak_share,specialist_loglik_margin
0,cluster-2,behavioural,3,2,85,the,0.20756262115231386,True,0.05892798982582938,15197.0,0.04536171596483367,0.2772876666883315,0.09587418569454498,0.027242218858985326,-1.1529296494097467
0,cluster-2,behavioural,3,3,203,heart,0.06754455207846422,True,0.004699350155869537,1211.0,0.001968489885911656,0.8850378865030395,0.00990916597853014,0.016515276630883566,-1.2512387564032592
1,cluster-1,behavioural,3,1,108,in,0.1747045175790195,True,0.014985364488379047,3854.0,0.010290554500283535,0.39133434869254735,0.16242864556305137,0.04929942916450441,-0.9816175167325709
1,cluster-1,behavioural,3,2,32,a,0.0765114552998834,True,0.04502217678454117,11581.0,0.038765450702493924,0.16528563445860733,0.11302996287021846,0.02987652188930144,-1.4135477653566884
1,cluster-1,behavioural,3,3,611,little,0.16006074565993045,True,0.0020991172045978445,539.0,0.001881248190726208,0.1234740185437051,0.1391465677179963,0.059369202226345084,-1.8010579035661363
2,cluster-4,behavioural,1,1,32,a,0.36133857409663567,True,0.040419592382640875,10395.0,0.038765450702493924,0.05743824874159609,0.12833092833092832,0.034728234728234726,-0.5774310366148905
3,cluster-2,behavioural,1,1,3064,amidst,0.3921985245386809,True,0.0001744808226189183,44.0,8.882790782518351e-05,0.6683468713376666,0.8863636363636364,0.8863636363636364,-0.5239133548093395
4,cluster-2,behavioural,4,1,1592,quietly,0.2775370296435187,True,0.00025202785489399326,64.0,0.00018003513460997014,0.3365891745927687,0.703125,0.671875,-0.7391135730764575
4,cluster-2,behavioural,4,4,346,small,0.13558923373043236,True,0.0010856584518510479,279.0,0.0010889349771783657,0.00911448476789456,0.24372759856630824,0.1039426523297491,-1.052453462344475
5,cluster-1,behavioural,1,1,364,through,0.7026969832403713,True,0.002561700440425887,658.0,0.0019732485238308623,0.2752176852185704,0.25379939209726443,0.06534954407294832,-0.10236834861296717
6,cluster-3,triggered,1,1,1131,among,0.32169856466301977,True,9.699885541350618e-05,24.0,0.0002990010825901266,-1.1508536159875469,0.625,0.625,-0.650665320226465
7,cluster-2,behavioural,1,1,2367,mysterious,0.5158996946418881,True,0.00013570730648138107,34.0,0.0001443453502159232,-0.07499005374613432,0.4117647058823529,0.4117647058823529,-0.3342152131174707
8,cluster-1,behavioural,1,1,867,before,0.3087230942149151,True,0.00028765680211155644,73.0,0.0002173111316437525,0.28257854251264547,0.0273972602739726,0.0547945205479452,-0.6758514296878984
9,cluster-0,triggered,2,1,1504,amazing,0.22602941866574777,True,0.00021525607500478338,53.0,0.00015782815765367426,0.3077797518868657,0.32075471698113206,0.3018867924528302,-0.8532468771963373
9,cluster-0,triggered,2,2,949,things,0.4266059201845825,True,0.0013074813444734993,327.0,0.0004187601368901508,1.1516565502502285,0.03669724770642202,0.03363914373088685,-0.49595635728641607
10,cluster-2,behavioural,5,4,307,boy,0.08620480421820068,True,0.004493850520340585,1158.0,0.002706078763388626,0.5220518582358711,0.20379965457685664,0.0924006908462867,-1.0619250958008524
10,cluster-2,behavioural,5,5,1024,climbed,0.27378746608794513,True,0.0004458954355816802,114.0,0.0004021049041729289,0.11034355351781233,0.08771929824561403,0.05263157894736842,-0.5585717021387007
11,cluster-2,behavioural,1,1,872,near,0.6216218960191564,True,0.0001899902290739333,48.0,0.00028472516883250787,-0.40946526886588686,0.3333333333333333,0.3333333333333333,-0.1964749702614199
