persona,rank,token_id,token,pmi,p_v_given_i,signal
absurdist,0,3,"""",1.484268753447799,0.054162549407114624,0.08039177969205284
absurdist,1,367,asked,1.4889462033765284,0.008780570652173914,0.013073797336033716
absurdist,2,32,a,0.17696493585431483,0.06711493330039525,0.011876989866371064
absurdist,3,30,?,0.7954502005209978,0.014383646245059289,0.011441474289855508
absurdist,4,13,",",0.15481051695467496,0.06017477766798419,0.009315688438413261
absurdist,5,379,if,1.2830461891570586,0.006862957015810277,0.008805490845484074
absurdist,6,907,why,1.5120074884960752,0.005444046442687747,0.008231438989064293
absurdist,7,813,replied,1.591053915471571,0.004928359683794467,0.007841285971753419
absurdist,8,60,##s,0.6516389999383163,0.011133584486166009,0.007255077860293971
absurdist,9,896,cat,1.411035319040149,0.004659708498023715,0.006575013267142987
absurdist,10,115,of,0.4380973340514682,0.012859745553359683,0.0056338202435071
absurdist,11,1627,hat,1.5010502321680885,0.0037472208498023716,0.0056247667265809514
absurdist,12,3894,spoon,1.5926127252366067,0.0034322504940711464,0.005466245813057338
absurdist,13,1402,nearby,1.4788873768890873,0.003685461956521739,0.005450383165504958
absurdist,14,196,said,0.9057526752771423,0.0059551012845849806,0.005393848920059193
epistolary,0,40,i,1.1371207046486433,0.07210387671503307,0.08199081109809732
epistolary,1,164,you,1.362971929376545,0.02920491560556707,0.039805480170198915
epistolary,2,1638,dear,1.5722168395716318,0.024190911558582568,0.03803335851699154
epistolary,3,120,it,0.7902903168856033,0.031121989438357516,0.024595406895349958
epistolary,4,2,!,1.135280879704342,0.01731844092389695,0.019661294847189408
epistolary,5,1034,think,1.375587402574367,0.012879713256341921,0.017717171304194024
epistolary,6,30,?,0.9573388641565339,0.016911274800118448,0.01618982060858441
epistolary,7,714,want,1.3866007218944985,0.009841390287237193,0.013646078876728597
epistolary,8,15,.,0.152715221573831,0.07668912249531142,0.01171159633417415
epistolary,9,280,do,1.035353181569029,0.010987316158325931,0.011375752741427552
epistolary,10,263,we,1.3025405937769756,0.008266706149442306,0.010767720336474357
epistolary,11,533,hope,1.5221388869102643,0.0070328694107195736,0.010705004016617939
epistolary,12,242,is,0.8174529599692262,0.01224274503997631,0.010007868171077197
epistolary,13,645,your,1.5388304173416847,0.006366597571809299,0.009797113998473859
epistolary,14,269,can,0.9963087499823695,0.009707210541901096,0.00967137880081716
scientific_explainer,0,1703,because,1.4736382570543034,0.01654167077499507,0.024376438889629842
scientific_explainer,1,1874,happened,1.5962536243416112,0.014834660323407613,0.0236798803071161
scientific_explainer,2,259,this,1.3179137292693914,0.01787430980082824,0.023556798287725975
scientific_explainer,3,334,when,1.3402010933759385,0.011411395681325182,0.01529356496905747
scientific_explainer,4,186,rea,1.597265787102633,0.008015862255965293,0.01280346253558069
scientific_explainer,5,106,she,0.786709268289246,0.016158055610333268,0.012711692106182232
scientific_explainer,6,916,##so,1.594426183555596,0.007732387596134885,0.012328721244677973
scientific_explainer,7,66,##n,1.2988534443842434,0.007969643561427726,0.01035139899027511
scientific_explainer,8,103,he,0.7143490864031685,0.01336182459081049,0.009545007189124865
scientific_explainer,9,149,that,0.7127669146713078,0.011245008380989944,0.0080150699291712
scientific_explainer,10,117,her,0.8361621673275339,0.008230008873989352,0.006881622057199773
scientific_explainer,11,85,the,0.1371779728070437,0.049378512620784853,0.006773644261546289
scientific_explainer,12,386,wanted,0.9127758142289979,0.006479860974166831,0.0059146603767858364
scientific_explainer,13,93,to,0.24295336456609018,0.022505422993492407,0.005467768237252029
scientific_explainer,14,275,girl,0.8091313114372314,0.006133220765135082,0.004962580961027809
fairy_tale,0,32,a,0.41736420696044396,0.08535387446533373,0.0356236521272253
fairy_tale,1,13,",",0.36304937563156114,0.07410567740972844,0.026904019914355797
fairy_tale,2,1310,upon,1.5740032936993797,0.016067964786630855,0.025291029497202615
fairy_tale,3,762,once,1.5234357299916486,0.01572447279419079,0.023955223689951864
fairy_tale,4,398,time,1.3730537470145503,0.015789751815378495,0.02168017789453524
fairy_tale,5,1029,lived,1.4978920319672815,0.014058303491495077,0.021057820782888287
fairy_tale,6,385,named,0.8960807089141443,0.022065863423853575,0.019772794539649398
fairy_tale,7,515,there,1.2522794438176073,0.014044315129811996,0.017587407139560172
fairy_tale,8,210,day,1.1649103496718523,0.013739679697602706,0.016005495080913618
fairy_tale,9,208,one,1.0338143048041335,0.015329690142246095,0.015848052957268925
fairy_tale,10,712,village,1.4786530341922477,0.008545334725952453,0.012635585120717973
fairy_tale,11,108,in,0.48017778580201664,0.02387657913060778,0.011465002899461884
fairy_tale,12,640,kind,1.4515427987539429,0.006955324281309062,0.010095950873532612
fairy_tale,13,609,loved,1.117703265716389,0.007985800258629265,0.008925755028428713
fairy_tale,14,1039,hero,1.5403640762788218,0.005526957127225704,0.008513526209911672
noir_detective,0,15,.,0.39613900225444487,0.0978253416118093,0.03875243322130236
