persona,rank,token_id,token,pos,pmi,p_v_given_i_t,p_v_given_t,score
absurdist,0,32,a,4,0.9490934646490019,0.18784584980237154,0.07271358376921858,0.17828326840886882
absurdist,1,13,",",1,0.982707880762697,0.16462450592885375,0.06161832303059122,0.16177779934294992
absurdist,2,3,"""",39,1.5173999193411563,0.0791501976284585,0.017356157869709937,0.1201025034972595
absurdist,3,3,"""",47,1.455566336025651,0.08043478260869565,0.01876287842764305,0.11707816181075888
absurdist,4,3,"""",24,1.5362577875832968,0.07559288537549406,0.016266444761451893,0.11613015884399426
absurdist,5,3,"""",41,1.515648781886234,0.07549407114624505,0.01658345221112696,0.114422496972439
absurdist,6,3,"""",25,1.5288103748116457,0.0742094861660079,0.016088128071009667,0.11345223236003418
absurdist,7,3,"""",35,1.4959539459786653,0.0757905138339921,0.016979711523220795,0.1133791182377111
absurdist,8,3,"""",40,1.5014136660643618,0.07549407114624505,0.016821207798383263,0.11334783012580754
absurdist,9,3,"""",33,1.5310819882053126,0.07401185770750988,0.016008876208590903,0.11331822224958292
absurdist,10,3,"""",45,1.4881111241523977,0.07598814229249012,0.01715802821366302,0.11307879984912983
absurdist,11,3,"""",26,1.5212296917623016,0.07401185770750988,0.016167379933428434,0.11258903548715059
absurdist,12,3,"""",30,1.5107501358737871,0.07440711462450593,0.016424948486289427,0.11241055852894878
absurdist,13,3,"""",27,1.5327005706171888,0.07312252964426877,0.015790933586939292,0.11207494291074305
absurdist,14,3,"""",34,1.5220212274733353,0.07361660079051384,0.016068315105404976,0.11204602909759238
epistolary,0,1638,dear,0,1.605818696996968,1.0,0.2007251545411317,1.605818696996968
epistolary,1,13,",",2,1.5303649860868545,1.0,0.21645664923125693,1.5303649860868545
epistolary,2,40,i,3,1.6055919910336303,0.8706939097818577,0.17480979553019496,1.397979168187509
epistolary,3,164,you,5,1.6055689779296194,0.3952225841476656,0.0793509272467903,0.6345571204846704
epistolary,4,533,hope,4,1.605818696996968,0.3859441318724706,0.07746869551434458,0.6197563029570768
epistolary,5,490,are,6,1.6058186969969679,0.3730135228506564,0.07487319702012997,0.5989920892262898
epistolary,6,40,i,9,1.5820080483032495,0.36047774158523344,0.07410049136154699,0.5702786884220182
epistolary,7,15,.,8,1.4497079211261905,0.38091007797848186,0.0893762878427643,0.5522083572822001
epistolary,8,1791,well,7,1.605818696996968,0.32395617411904054,0.0650261531145982,0.5202148814079606
epistolary,9,308,mia,1,1.6034061505915842,0.24518803671898134,0.04933428435568236,0.39313600612668986
epistolary,10,413,kim,1,1.6049744588716874,0.2337380317836344,0.04695672848311935,0.3751435710796719
epistolary,11,229,found,4,1.5913312152431573,0.12851643470535978,0.02617292756379775,0.20451221421839808
epistolary,12,372,alex,1,1.6003937289001038,0.10887375382489389,0.021972578855603105,0.17424087286317388
epistolary,13,317,leo,1,1.5946226512918829,0.09643667949856875,0.01957521001743541,0.15378011354379326
epistolary,14,583,have,4,1.6058186969969679,0.09308064356924292,0.018683626565224282,0.14947063777200087
scientific_explainer,0,32,a,1,1.1069661841406575,0.2447249063301124,0.08089633856395625,0.27090219572442437
scientific_explainer,1,108,in,0,1.3430199691815243,0.18655097613882862,0.048700269456332226,0.2505416862247529
scientific_explainer,2,385,named,7,1.3892973690796768,0.1566752119897456,0.03905135520684736,0.2176684598173542
scientific_explainer,3,208,one,0,1.5299958542518377,0.111812265825281,0.02421144396893327,0.17107230316718436
scientific_explainer,4,32,a,5,0.6159540160537924,0.24551370538355355,0.1326081787922016,0.1512251528272474
scientific_explainer,5,13,",",3,0.9816567194269021,0.14060343127588246,0.05268267554287526,0.13802430308644867
scientific_explainer,6,32,a,4,0.8119616782603598,0.16377440347071584,0.07271358376921858,0.13297853949817173
scientific_explainer,7,275,girl,6,1.5750929284093873,0.081936501676198,0.016959898557616104,0.12905760436878339
scientific_explainer,8,85,the,1,1.0356541085733744,0.12295405245513705,0.043647963227135836,0.12733786959090887
scientific_explainer,9,307,boy,6,1.5812030122854868,0.07454151055018735,0.015335235378031383,0.11786526102226662
scientific_explainer,10,1440,sunny,1,1.5952419130141102,0.07237231315322422,0.014681407513076557,0.11545134728380566
scientific_explainer,11,13,",",1,0.8037217878447189,0.1376454348254782,0.06161832303059122,0.11062863496659707
scientific_explainer,12,32,a,7,0.8301804563377901,0.12788404653914415,0.055753685211602476,0.10616683611418988
scientific_explainer,13,385,named,6,1.2206595915688339,0.08696509564188523,0.025657790458075765,0.1061547781269682
scientific_explainer,14,289,bright,2,1.4590216985142868,0.07040031551962138,0.016365509589475354,0.10271558792537969
fairy_tale,0,1310,upon,1,1.5871282192528293,0.9995026360290461,0.2044103661436044,1.5863388388592887
fairy_tale,1,398,time,3,1.5865468238876153,0.9995026360290461,0.2045292439372325,1.5857577326591823
fairy_tale,2,762,once,0,1.5627122426290254,0.9995026360290461,0.20946267237280075,1.5619350058625732
fairy_tale,3,108,in,5,1.542576780757934,0.998110016910375,0.2134252654937391,1.5396613367278533
fairy_tale,4,32,a,2,1.334360935856568,0.9995026360290461,0.2631954350927247,1.3336972728028247
fairy_tale,5,13,",",4,1.252682055846065,0.9996021088232369,0.2856237121572357,1.2521836247087543
fairy_tale,6,32,a,6,1.4043691787801222,0.8879936337411718,0.21802187351402758,1.2470708901790661
fairy_tale,7,712,village,8,1.5990479154870223,0.32010345170595844,0.06468933269931844,0.5118607571906135
fairy_tale,8,289,bright,7,1.5900099389995501,0.32159554361882026,0.06558091615152956,0.5113401106918876
fairy_tale,9,1299,kingdom,8,1.6023905893418993,0.20391922809111707,0.041072277698525915,0.3267582520790703
fairy_tale,10,410,by,9,1.5666181974232418,0.19874664279319607,0.04148834997622444,0.31136010727659774
fairy_tale,11,1029,lived,14,1.5864239176460821,0.19536456779070924,0.039982564590267874,0.30993102300377057
fairy_tale,12,1029,lived,15,1.6015963312489558,0.19029145528697902,0.038357901410683154,0.3047700966556503
fairy_tale,13,385,named,18,1.5158396383905142,0.19964189794091317,0.04384609288318275,0.30262510238234974
fairy_tale,14,515,there,13,1.594915203472509,0.185118869989058,0.03756538278649548,0.29524890019519934
noir_detective,0,85,the,0,1.6016683773577447,0.9583083981647716,0.19315660168013948,1.5348922570968693
noir_detective,1,127,was,2,1.60783937127511,0.6505086774386595,0.13030987478205738,1.0459134629419775
noir_detective,2,15,.,4,1.6143857272294735,0.6459206064232994,0.1285465208432398,1.0427650079331807
noir_detective,3,406,night,1,1.613965922291817,0.4825453820067824,0.0960730702171501,0.7788118025182337
noir_detective,4,784,rain,5,1.6151297927606965,0.270097745860762,0.05371294975431923,0.43624291629722384
noir_detective,5,1379,thick,3,1.6154514622323628,0.25384001595850786,0.05046362339514979,0.41006622495325784
noir_detective,6,1089,cold,3,1.6147929646549632,0.20706163973668462,0.04119115549215407,0.3343616790967189
noir_detective,7,2025,fog,1,1.6137878274780568,0.2033712347895472,0.04049770169598985,0.32819802316255314
noir_detective,8,120,it,5,1.5781092227906333,0.2001795332136445,0.04131003328578221,0.3159051675783763
noir_detective,9,900,fell,6,1.6136630042320237,0.19349690803909833,0.038536218101125376,0.312238801935979
noir_detective,10,784,rain,1,1.6087275862050652,0.15878715340115698,0.0317799968299255,0.2554452740114167
noir_detective,11,240,like,7,1.6026401655410638,0.15300219429483344,0.03080916151529561,0.24520746199281787
noir_detective,12,15,.,6,1.433521285089944,0.1686614801516058,0.04022032017752417,0.24177982177210203
noir_detective,13,85,the,9,1.0972598169068362,0.20716138041093157,0.06914724996037407,0.22730985833986622
noir_detective,14,2025,fog,5,1.6147433559704134,0.13345302214242968,0.026549373910286892,0.2154923808386608
