,pos0,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39
in,0.07938349613509149,0.009250693802035153,0.0360149892597877,0.05003214224117656,0.03256557801157121,0.0343373210617915,0.019097195001489518,0.013468383010081688,0.014252340111949074,0.014644318662882768,0.017325451951269225,0.020978692045971244,0.020837579767635114,0.021590178585427805,0.019348061274087083,0.017560639081829442,0.0157732168895718,0.014503206384546637,0.012856896470625127,0.012041581084683046,0.011398736261151789,0.0116652816757867,0.011383057119114443,0.010144404898163973,0.010395271170761536,0.010081688330014582,0.009470201790558021,0.009219335517960458,0.008482415842205115,0.008419699274055724,0.008262907853682246,0.008121795575346117,0.007353517615516079,0.007337838473478731,0.0069145016384703425,0.007134009626993211,0.006600918797723389,0.006710672791984822,0.006585239655686041,0.006647956223835432
a,0.03195409147211464,0.1390896690133116,0.09314978284388278,0.03927625080355603,0.09037457470327223,0.15323225513099922,0.08275451167312124,0.0930557079916587,0.09975070164160617,0.08121795575346118,0.08469872528575237,0.07635742172188338,0.06687154078928802,0.059361231753398455,0.05699368130575895,0.05337179949513163,0.049749917684504305,0.049891029962840436,0.05059659135452108,0.04971855940042961,0.05247808839900281,0.05050251650229699,0.04647297699869863,0.047899778924097275,0.04322739459696765,0.04078144843914141,0.03971526678060176,0.03929192994559338,0.038053277724642905,0.03755154517944778,0.03731635804888756,0.035889556123488923,0.03791216544630678,0.03726932062277552,0.03635993038460936,0.038962667962809075,0.03678326721961774,0.03712820834443939,0.037065491776290004,0.03563868985089136
under,0.039511437934116246,0.00021950798852286802,0.000611486539456561,0.001332727073174556,0.0006428448235312564,0.001599272487809467,0.0008153153859420813,0.0005487699713071701,0.000830994527979429,0.0008780319540914721,0.0008937110961288198,0.001050502516502297,0.0010975399426143401,0.001113219084651688,0.0012386522209504695,0.0008623528120541244,0.001222973078913122,0.0010191442324276015,0.001050502516502297,0.0009250693802035153,0.001160256510763731,0.0011445773687263833,0.0010661816585396447,0.0010975399426143401,0.000830994527979429,0.0007525988177926904,0.0009093902381661675,0.000721240533717995,0.0008623528120541244,0.0007996362439047335,0.0005958073974192133,0.0005330908292698224,0.00043901597704573605,0.0006585239655686041,0.0006742031076059518,0.0007839571018673858,0.0005330908292698224,0.0006898822496432995,0.0006428448235312564,0.0007369196757553427
quietly,0.0151146929240032,0.00021950798852286802,4.703742611204315e-05,0.0003762994088963452,0.00012543313629878174,3.1358284074695435e-05,7.839571018673858e-05,9.40748522240863e-05,0.0003606202668589975,0.0002822245566722589,0.0002665454146349112,0.00023518713056021575,0.00020382884648552032,0.0001881497044481726,0.00015679142037347717,4.703742611204315e-05,9.40748522240863e-05,7.839571018673858e-05,0.00010975399426143401,0.00014111227833612944,7.839571018673858e-05,6.271656814939087e-05,4.703742611204315e-05,3.1358284074695435e-05,7.839571018673858e-05,4.703742611204315e-05,3.1358284074695435e-05,4.703742611204315e-05,1.5679142037347717e-05,0.0,3.1358284074695435e-05,3.1358284074695435e-05,4.703742611204315e-05,4.703742611204315e-05,4.703742611204315e-05,4.703742611204315e-05,3.1358284074695435e-05,3.1358284074695435e-05,1.5679142037347717e-05,1.5679142037347717e-05
beneath,0.016917794258298185,0.00012543313629878174,0.00023518713056021575,0.000721240533717995,0.0003762994088963452,0.0002665454146349112,0.00021950798852286802,0.0002665454146349112,0.0003606202668589975,0.00017247056241082487,0.00029790369870960664,0.00031358284074695434,0.00045469511908308375,0.0005174116872324747,0.0003919785509336929,0.00040765769297104065,0.00029790369870960664,0.0002665454146349112,0.00042333683500838835,0.00034494112482164974,0.000501732545195127,0.0004703742611204315,0.00040765769297104065,0.0004703742611204315,0.0005644491133445178,0.0007839571018673858,0.00042333683500838835,0.00045469511908308375,0.0004703742611204315,0.0004703742611204315,0.00029790369870960664,0.0003762994088963452,0.00029790369870960664,0.0004703742611204315,0.00015679142037347717,0.00031358284074695434,0.00043901597704573605,0.00043901597704573605,0.0002822245566722589,0.00042333683500838835
eagerly,0.012449238777654087,0.0,0.0,7.839571018673858e-05,1.5679142037347717e-05,1.5679142037347717e-05,0.0,0.0,0.0,0.0,0.0,1.5679142037347717e-05,0.0,0.0,0.0,0.0,1.5679142037347717e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1358284074695435e-05,1.5679142037347717e-05,0.0,4.703742611204315e-05,1.5679142037347717e-05,0.0
bright,0.012856896470625127,0.0058483199799306985,0.028739867354458364,0.004139293497859797,0.004656705185092272,0.006773389360134214,0.003998181219523667,0.004154972639897145,0.0029006412769093273,0.0024616252998635913,0.0023048338794901145,0.0020853258909672464,0.001881497044481726,0.001818780476332335,0.0018658179024443782,0.002006930180780508,0.0018658179024443782,0.001818780476332335,0.0016776681979962056,0.0019128553285564214,0.001599272487809467,0.0017874221922576396,0.0015679142037347716,0.001599272487809467,0.001552235061697424,0.0016306307718841626,0.0012072939368757741,0.001489518493548033,0.0016933473400335534,0.0013170479311372081,0.001222973078913122,0.0012856896470625127,0.0012543313629878173,0.001050502516502297,0.0011759356528010787,0.0009877859483529061,0.0010348233744649493,0.001003465090390254,0.0011759356528010787,0.0009093902381661675
an,0.006271656814939086,0.0003919785509336929,0.0005487699713071701,0.0003919785509336929,0.0034494112482164976,0.0021166841750419416,0.0028065664246852413,0.005330908292698224,0.006005111400304176,0.005911036548080089,0.007024255632731777,0.005722886843631917,0.004578309474905533,0.004170651781934493,0.0030260744132081093,0.002226438169303376,0.0021166841750419416,0.00199125103874316,0.0018501387604070306,0.0019442136126311168,0.0015835933457721194,0.0018344596183696828,0.0016149516298468148,0.0015051976355853808,0.0012543313629878173,0.001160256510763731,0.0011916147948384265,0.0015208767776227286,0.0010818608005769925,0.0010191442324276015,0.000830994527979429,0.0012072939368757741,0.001113219084651688,0.0009250693802035153,0.0011288982266890355,0.0009250693802035153,0.0008623528120541244,0.0009564276642782107,0.0010975399426143401,0.0009877859483529061
across,0.011586885965599963,0.00012543313629878174,0.0006271656814939087,0.003371015538029759,0.0019128553285564214,0.0026340958622744163,0.0010818608005769925,0.0007525988177926904,0.0003919785509336929,0.0005174116872324747,0.00040765769297104065,0.00032926198278430204,0.00017247056241082487,0.00017247056241082487,0.00014111227833612944,0.00010975399426143401,7.839571018673858e-05,0.00010975399426143401,7.839571018673858e-05,3.1358284074695435e-05,7.839571018673858e-05,0.00015679142037347717,7.839571018673858e-05,0.00014111227833612944,0.00015679142037347717,7.839571018673858e-05,6.271656814939087e-05,0.00010975399426143401,7.839571018673858e-05,1.5679142037347717e-05,0.00010975399426143401,0.00010975399426143401,0.00017247056241082487,0.00012543313629878174,9.40748522240863e-05,6.271656814939087e-05,9.40748522240863e-05,0.0001881497044481726,0.00012543313629878174,0.00012543313629878174
suddenly,0.01999090609761834,0.0,0.0,0.00031358284074695434,0.0,0.0,0.0,0.0,0.0,0.0,1.5679142037347717e-05,6.271656814939087e-05,7.839571018673858e-05,0.00032926198278430204,0.0003919785509336929,0.000611486539456561,0.0007682779598300381,0.000830994527979429,0.0005644491133445178,0.00034494112482164974,0.00045469511908308375,0.00034494112482164974,0.0003919785509336929,0.0005174116872324747,0.0003762994088963452,0.000501732545195127,0.0005174116872324747,0.0005958073974192133,0.0008780319540914721,0.000940748522240863,0.0007996362439047335,0.0008780319540914721,0.0009250693802035153,0.0010975399426143401,0.0008937110961288198,0.000830994527979429,0.0007996362439047335,0.000721240533717995,0.0008780319540914721,0.0006898822496432995
near,0.01091268285799401,0.0,6.271656814939087e-05,0.00014111227833612944,6.271656814939087e-05,7.839571018673858e-05,0.00012543313629878174,0.00010975399426143401,0.00032926198278430204,0.00034494112482164974,0.000501732545195127,0.00040765769297104065,0.00040765769297104065,0.00043901597704573605,0.00034494112482164974,0.00029790369870960664,0.00017247056241082487,0.00029790369870960664,0.00031358284074695434,0.00029790369870960664,0.00029790369870960664,0.0002822245566722589,0.0002508662725975635,0.00032926198278430204,0.00032926198278430204,0.00029790369870960664,0.0002822245566722589,0.00017247056241082487,0.00023518713056021575,0.00017247056241082487,0.00020382884648552032,0.0002508662725975635,0.00014111227833612944,0.0001881497044481726,0.00017247056241082487,0.00029790369870960664,0.0002665454146349112,0.0001881497044481726,0.00014111227833612944,0.0001881497044481726
among,0.008059079007196726,1.5679142037347717e-05,0.00021950798852286802,4.703742611204315e-05,3.1358284074695435e-05,0.0,1.5679142037347717e-05,6.271656814939087e-05,4.703742611204315e-05,9.40748522240863e-05,0.00017247056241082487,9.40748522240863e-05,0.00032926198278430204,0.00043901597704573605,0.00029790369870960664,0.0003919785509336929,0.00029790369870960664,0.0003606202668589975,0.00040765769297104065,0.0003762994088963452,0.0003762994088963452,0.00040765769297104065,0.0003919785509336929,0.0003919785509336929,0.00043901597704573605,0.0003919785509336929,0.00032926198278430204,0.0005330908292698224,0.0003919785509336929,0.00032926198278430204,0.00034494112482164974,0.0002822245566722589,0.00040765769297104065,0.00023518713056021575,0.00021950798852286802,0.00031358284074695434,0.00020382884648552032,0.00014111227833612944,0.0002508662725975635,0.00023518713056021575
amidst,0.00981514291537967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
one,0.02088461719374716,0.00021950798852286802,0.0006742031076059518,0.0012072939368757741,0.0007996362439047335,0.0013954436413239468,0.00288496213487198,0.0037786732310008,0.005597453707333134,0.0062873359569764345,0.0063343733830884775,0.006365731667163173,0.007337838473478731,0.007902287586823249,0.008059079007196726,0.008404020132018375,0.009360447796296587,0.009078223239624327,0.00851377412627981,0.008341303563868986,0.008466736700167767,0.008592169836466549,0.009015506671474938,0.008012041581084683,0.009187977233885761,0.008968469245362893,0.009376126938333935,0.010379592028724188,0.00968970977908089,0.01009736747205193,0.010207121466313362,0.010567741733172362,0.010395271170761536,0.010050330045939887,0.00968970977908089,0.009830822057417019,0.00932908951222189,0.008404020132018375,0.008074758149234074,0.007729817024412424
through,0.010332554602612145,0.0027281707144985027,0.003574844384515279,0.009140939807773718,0.009078223239624327,0.011555527681525266,0.009015506671474938,0.005911036548080089,0.006804747644208909,0.005205475156399442,0.006303015099013782,0.005754245127706612,0.004703742611204315,0.004123614355822449,0.002696812430423807,0.0021950798852286802,0.0023518713056021575,0.0016463099139215102,0.0015051976355853808,0.001332727073174556,0.00144248106743599,0.0010818608005769925,0.0011445773687263833,0.0009721068063155584,0.0008466736700167767,0.0010191442324276015,0.0007839571018673858,0.000830994527979429,0.0007369196757553427,0.0007682779598300381,0.000611486539456561,0.0006742031076059518,0.0009093902381661675,0.0007996362439047335,0.000721240533717995,0.0008153153859420813,0.0009250693802035153,0.0009721068063155584,0.0008623528120541244,0.000940748522240863
